author_id,labels
768,8
769,8
770,2
773,8
774,8
775,2
777,8
778,8
782,7
785,2
787,5
788,2
789,0
790,1
791,0
792,6
793,1
797,1
798,1
799,0
800,5
801,5
802,5
806,5
807,5
808,5
813,6
818,5
819,6
820,1
821,6
823,0
824,6
825,0
826,6
828,0
829,5
830,5
831,5
832,5
833,5
834,8
835,2
836,2
837,3
844,8
845,3
846,5
847,2
848,5
849,5
851,5
852,5
853,2
854,5
858,5
861,5
863,5
864,5
865,9
866,5
867,2
869,3
871,3
872,3
873,3
874,3
887,8
889,8
890,8
891,3
892,3
895,8
896,8
897,8
898,8
899,5
902,2
903,2
904,9
905,9
906,9
907,9
908,9
909,9
910,9
911,9
912,9
914,9
917,9
928,9
929,9
930,9
931,9
932,9
933,3
935,3
936,3
941,7
943,7
944,9
945,7
947,7
948,7
949,9
950,7
951,9
952,7
953,8
954,8
955,8
958,8
959,3
960,5
963,5
965,5
966,3
967,2
968,3
969,8
970,8
973,8
976,8
980,5
981,3
982,5
983,8
984,8
985,5
986,5
988,2
989,5
990,2
991,2
992,7
994,3
995,7
996,2
998,2
999,3
1002,3
1007,3
1010,2
1011,9
1013,9
1014,9
1015,9
1016,9
1017,9
1018,9
1019,9
1020,9
1021,2
1022,9
1023,9
1024,5
1025,9
1026,5
1029,9
1030,9
1033,9
1034,9
1036,9
1038,9
1040,8
1041,5
1042,5
1043,8
1044,3
1045,8
1047,8
1048,8
1049,5
1050,8
1051,5
1053,8
1054,8
1055,3
1057,8
1058,3
1059,8
1060,8
1061,8
1062,8
1068,8
1069,8
1075,8
1076,8
1077,3
1078,3
1079,8
1080,8
1082,3
1084,8
1085,8
1087,8
1089,8
1091,8
1097,8
1098,8
1099,3
1100,8
1102,7
1103,7
1105,7
1106,7
1109,8
1111,7
1112,2
1113,7
1114,7
1116,3
1117,5
1119,5
1120,5
1121,5
1122,9
1124,6
1125,9
1126,5
1127,5
1128,5
1129,5
1130,5
1131,2
1132,5
1134,5
1135,5
1136,5
1137,2
1138,2
1139,5
1140,5
1145,5
1146,2
1147,7
1149,2
1151,2
1154,5
1155,2
1156,2
1157,5
1158,2
1159,5
1160,5
1161,2
1162,2
1163,2
1165,5
1166,5
1167,5
1168,5
1169,5
1171,5
1172,1
1173,1
1174,6
1176,1
1178,0
1179,1
1182,2
1189,2
1193,2
1195,2
1198,5
1199,5
1200,3
1201,5
1202,5
1203,5
1204,5
1205,8
1206,8
1207,8
1208,8
1209,8
1210,2
1211,2
1212,2
1213,2
1214,2
1215,2
1216,5
1217,9
1221,9
1223,9
1224,9
1225,9
1228,2
1229,2
1230,2
1232,2
1235,2
1236,7
1237,2
1238,7
1239,7
1240,2
1241,2
1242,5
1243,2
1244,2
1245,2
1246,9
1247,5
1249,2
1250,2
1251,5
1252,8
1253,8
1254,8
1255,3
1260,5
1263,5
1265,5
1266,5
1267,5
1268,5
1269,5
1270,5
1271,5
1272,3
1273,3
1274,2
1277,2
1280,2
1281,2
1282,2
1283,2
1284,2
1285,8
1286,8
1287,2
1290,2
1291,3
1292,1
1293,1
1294,7
1295,7
1296,7
1297,7
1298,7
1299,7
1300,7
1301,7
1302,5
1303,3
1304,3
1305,3
1306,3
1307,5
1308,3
1309,3
1310,5
1311,3
1312,3
1313,8
1314,8
1316,8
1317,2
1318,3
1319,3
1320,5
1321,8
1322,3
1323,3
1324,3
1325,2
1326,2
1327,2
1328,2
1329,3
1332,8
1333,3
1344,2
1345,2
1346,2
1348,2
1349,5
1350,7
1352,7
1353,2
1354,7
1355,3
1356,3
1365,3
1366,3
1367,8
1368,5
1369,3
1370,2
1371,2
1372,2
1373,5
1374,5
1375,5
1376,5
1377,5
1378,5
1379,2
1380,5
1381,5
1383,5
1384,8
1386,8
1388,2
1389,2
1390,6
1391,3
1392,3
1394,3
1395,3
1396,8
1397,3
1398,8
1400,3
1401,2
1402,2
1403,2
1404,2
1405,2
1407,3
1408,9
1409,3
1413,5
1416,2
1417,5
1418,5
1419,2
1420,5
1421,2
1422,3
1423,8
1424,3
1425,3
1427,3
1428,3
1429,3
1431,3
1432,3
1433,3
1434,5
1435,2
1436,2
1439,5
1440,5
1441,2
1442,5
1443,5
1445,5
1446,2
1447,2
1448,5
1449,5
1450,2
1451,5
1452,5
1454,5
1455,5
1456,2
1457,5
1458,2
1459,2
1460,5
1461,5
1462,2
1463,0
1467,2
1469,2
1470,2
1472,6
1473,2
1478,5
1479,5
1480,5
1481,5
1482,5
1484,5
1485,5
1486,2
1488,2
1490,5
1492,5
1493,2
1494,7
1495,2
1498,5
1499,5
1501,2
1503,5
1504,5
1505,5
1506,5
1507,1
1510,1
1511,1
1512,0
1513,1
1515,1
1516,1
1518,1
1519,1
1520,6
1524,1
1526,1
1528,7
1529,0
1530,1
1531,0
1532,1
1535,0
1536,5
1539,5
1540,5
1541,2
1542,5
1543,5
1544,5
1545,5
1547,5
1548,7
1549,7
1551,7
1553,7
1554,7
1555,0
1556,7
1557,6
1559,6
1560,6
1563,2
1565,2
1566,2
1567,2
1569,2
1570,0
1571,0
1572,0
1574,1
1575,0
1576,1
1577,0
1578,0
1579,0
1580,5
1581,5
1582,5
1583,5
1584,2
1586,2
1588,7
1589,2
1590,7
1592,2
1593,5
1594,2
1595,2
1596,2
1597,2
1598,7
1599,7
1600,8
1602,8
1605,5
1606,7
1607,3
1608,7
1609,2
1610,7
1613,2
1615,7
1616,2
1617,5
1618,2
1619,2
1621,2
1622,2
1623,2
1624,2
1625,5
1626,5
1627,5
1628,2
1629,5
1630,5
1631,2
1632,9
1633,5
1634,2
1635,5
1636,2
1637,9
1638,5
1639,5
1643,5
1644,5
1645,8
1646,5
1647,8
1648,5
1651,5
1657,5
1658,5
1659,7
1660,2
1661,2
1662,2
1663,7
1664,7
1665,2
1666,5
1667,7
1668,5
1669,0
1670,5
1671,7
1673,6
1674,6
1675,7
1676,6
1677,6
1678,6
1682,7
1684,6
1685,2
1686,6
1687,6
1688,5
1689,5
1690,7
1691,7
1692,9
1693,9
1694,5
1698,9
1699,5
1706,9
1707,6
1709,5
1710,5
1711,9
1712,9
1714,9
1715,6
1716,2
1717,9
1719,5
1720,2
1721,2
1722,5
1723,8
1724,3
1725,8
1727,8
1729,8
1730,8
1731,8
1732,8
1734,3
1735,6
1736,1
1737,1
1738,6
1739,1
1740,6
1742,1
1743,1
1747,6
1749,0
1751,1
1752,6
1753,6
1754,1
1755,7
1757,7
1760,2
1761,2
1764,2
1767,2
1768,2
1771,2
1772,9
1774,9
1775,9
1776,9
1777,9
1778,9
1779,2
1781,9
1784,9
1785,9
1786,2
1787,9
1788,9
1789,2
1793,5
1794,2
1795,5
1797,7
1798,7
1799,5
1800,5
1801,5
1802,3
1803,5
1804,7
1805,2
1806,7
1807,7
1808,2
1810,5
1811,2
1813,2
1814,2
1815,7
1816,3
1817,3
1818,3
1819,2
1820,2
1822,9
1823,9
1825,9
1827,9
1829,9
1830,9
1831,9
1832,9
1833,9
1834,9
1835,9
1836,9
1837,9
1838,9
1839,9
1840,9
1843,9
1844,9
1846,9
1847,9
1848,1
1850,1
1852,5
1853,8
1854,3
1855,3
1856,3
1857,8
1858,8
1859,3
1860,3
1868,3
1869,8
1873,3
1874,8
1875,8
1876,3
1881,3
1882,3
1883,8
1884,3
1885,5
1886,5
1887,5
1889,5
1890,5
1891,5
1892,5
1894,5
1895,8
1904,8
1905,8
1906,8
1907,8
1908,8
1909,8
1910,8
1911,3
1912,8
1913,8
1914,3
1915,8
1916,8
1918,3
1919,3
1920,3
1921,6
1922,1
1923,6
1926,1
1927,1
1928,1
1930,1
1931,1
1935,1
1936,1
1937,8
1938,7
1939,8
1940,2
1941,5
1942,2
1943,5
1944,2
1945,2
1946,2
1947,2
1948,5
1949,2
1950,8
1951,3
1952,5
1953,3
1954,3
1955,3
1956,8
1959,8
1960,8
1961,3
1963,8
1967,1
1969,5
1971,3
1977,3
1978,3
1979,3
1980,1
1981,1
1982,1
1983,5
1987,5
1988,3
1989,3
1990,3
1991,2
1992,3
1993,3
1994,3
1995,2
1996,3
1997,3
1998,8
1999,8
2000,3
2005,3
2006,3
2007,8
2008,3
2009,3
2018,3
2019,3
2023,3
2024,5
2026,2
2027,9
2028,9
2029,9
2030,3
2031,3
2032,3
2033,5
2034,5
2035,8
2036,3
2038,8
2040,8
2043,8
2044,5
2045,8
2049,3
2050,3
2051,5
2053,3
2054,3
2055,3
2056,9
2058,5
2059,2
2060,5
2061,5
2062,9
2063,9
2064,3
2074,3
2075,3
2076,3
2077,3
2078,3
2079,3
2080,3
2081,3
2082,5
2083,6
2084,6
2085,5
2086,6
2087,2
2088,2
2089,5
2093,9
2095,9
2096,9
2098,9
2099,8
2100,8
2101,8
2102,8
2103,3
2104,8
2106,3
2107,3
2108,3
2109,3
2111,3
2112,7
2134,3
2135,6
2136,6
2137,1
2138,0
2139,1
2141,6
2144,6
2145,6
2147,6
2148,0
2149,1
2151,3
2152,9
2153,9
2154,9
2155,2
2156,9
2163,2
2164,6
2166,9
2167,9
2168,9
2169,9
2171,2
2172,9
2174,9
2175,5
2176,9
2177,9
2178,9
2179,9
2180,9
2181,9
2182,9
2184,9
2185,2
2186,9
2187,9
2189,5
2190,9
2193,2
2195,6
2196,9
2197,2
2198,5
2199,2
2200,2
2201,2
2202,2
2203,5
2206,5
2207,5
2208,2
2210,2
2211,2
2213,2
2214,2
2215,5
2216,2
2218,5
2220,2
2222,5
2223,5
2224,3
2226,5
2227,2
2228,2
2229,3
2230,5
2231,5
2233,7
2235,5
2237,9
2238,5
2239,1
2240,6
2242,1
2243,8
2244,3
2245,3
2246,3
2247,2
2249,2
2250,2
2251,2
2255,2
2256,5
2257,2
2259,2
2260,2
2262,2
2263,2
2264,2
2278,5
2279,5
2280,5
2282,3
2284,2
2291,3
2292,3
2293,3
2296,3
2297,5
2298,5
2300,5
2301,5
2309,8
2310,8
2311,8
2312,8
2313,8
2314,3
2315,3
2316,5
2317,5
2318,5
2320,5
2321,9
2322,5
2323,5
2324,5
2325,2
2326,3
2327,3
2328,3
2332,3
2333,5
2334,5
2335,2
2337,2
2338,2
2340,5
2341,5
2343,2
2344,3
2345,3
2346,7
2347,7
2348,7
2349,7
2350,7
2351,7
2353,2
2354,2
2355,5
2357,2
2359,2
2360,2
2361,5
2362,7
2363,5
2364,7
2366,5
2368,7
2369,7
2370,7
2372,7
2374,2
2376,7
2377,1
2378,6
2379,6
2380,2
2381,2
2391,2
2396,2
2402,2
2403,2
2405,1
2406,0
2407,1
2408,0
2409,3
2413,3
2414,3
2415,3
2416,3
2417,3
2423,3
2425,7
2426,7
2428,7
2429,2
2434,7
2435,2
2436,2
2437,8
2438,2
2439,8
2440,8
2447,2
2454,2
2457,2
2458,2
2459,6
2460,5
2461,8
2465,8
2468,8
2469,8
2470,8
2471,2
2472,6
2473,3
2474,7
2476,5
2477,7
2478,9
2479,6
2480,0
2481,5
2482,9
2483,3
2484,3
2485,3
2486,7
2487,7
2488,5
2489,2
2490,5
2491,7
2492,5
2494,5
2497,7
2498,7
2499,5
2500,2
2501,7
2502,7
2503,7
2504,5
2505,7
2506,2
2507,5
2509,7
2510,1
2511,2
2512,1
2513,5
2514,7
2515,5
2516,5
2517,7
2518,5
2519,5
2520,1
2522,5
2523,3
2524,3
2525,2
2526,2
2527,2
2528,8
2529,2
2531,6
2532,6
2534,6
2536,5
2537,5
2539,5
2541,5
2542,0
2544,1
2547,6
2548,1
2549,5
2552,0
2553,1
2557,0
2558,1
2559,1
2560,6
2561,7
2562,0
2563,6
2565,1
2567,6
2568,6
2570,6
2571,5
2572,1
2573,6
2574,0
2575,6
2576,1
2577,6
2578,5
2579,1
2582,6
2584,8
2585,3
2586,8
2587,3
2588,8
2589,7
2591,8
2592,8
2593,3
2598,5
2599,5
2600,3
2601,3
2602,3
2603,8
2604,2
2606,2
2607,5
2608,2
2613,2
2614,2
2615,3
2617,8
2618,8
2620,5
2627,1
2628,1
2630,1
2637,1
2638,1
2639,1
2640,6
2641,1
2642,0
2644,3
2645,3
2646,5
2647,1
2648,1
2649,1
2650,8
2654,8
2655,8
2656,3
2657,8
2658,8
2659,7
2660,2
2661,7
2662,7
2663,7
2664,2
2665,1
2666,1
2668,1
2672,1
2673,8
2674,8
2675,8
2676,8
2677,8
2678,9
2679,7
2680,9
2681,7
2682,9
2683,9
2685,9
2686,9
2687,7
2688,5
2690,9
2691,7
2693,7
2694,6
2695,7
2696,7
2697,9
2698,7
2701,2
2702,7
2703,9
2704,7
2705,9
2706,7
2707,7
2708,5
2709,0
2710,7
2711,9
2712,7
2713,7
2714,7
2715,7
2716,7
2717,5
2718,8
2719,3
2721,3
2722,3
2723,8
2724,8
2726,8
2727,8
2728,2
2729,2
2730,2
2731,7
2733,7
2734,5
2735,5
2736,5
2737,8
2738,8
2739,5
2740,8
2741,8
2742,5
2743,5
2744,5
2745,8
2747,8
2749,8
2750,8
2751,8
2752,8
2753,5
2755,2
2756,8
2758,5
2760,8
2763,3
2764,3
2765,5
2774,3
2778,3
2779,3
2782,3
2783,3
2784,3
2787,8
2795,3
2796,8
2797,3
2798,5
2799,5
2802,5
2803,5
2804,5
2805,5
2806,5
2807,5
2808,8
2809,2
2810,7
2811,5
2812,5
2813,5
2814,5
2816,5
2817,5
2818,5
2821,2
2822,5
2823,5
2824,9
2825,5
2826,2
2834,5
2839,5
2840,5
2841,5
2842,5
2843,2
2845,5
2846,5
2847,5
2848,1
2849,5
2850,5
2851,5
2852,5
2853,2
2854,2
2855,2
2863,2
2864,2
2867,5
2868,5
2869,5
2871,2
2873,5
2875,5
2876,7
2877,9
2879,2
2881,5
2882,6
2884,7
2885,7
2886,9
2887,9
2888,9
2889,9
2890,9
2891,9
2894,2
2895,2
2896,2
2897,2
2898,5
2901,2
2903,5
2906,2
2907,5
2908,2
2909,5
2914,1
2917,1
2918,1
2921,1
2922,1
2923,3
2924,3
2927,5
2928,5
2929,3
2934,3
2935,2
2937,5
2938,7
2939,7
2940,2
2943,2
2950,2
2951,2
2952,6
2954,6
2958,6
2959,6
2960,2
2961,2
2962,5
2964,1
2970,1
2971,1
2972,1
2975,5
2976,5
2977,5
2978,2
2979,5
2980,2
2981,5
2983,5
2984,5
2985,5
2988,5
2989,2
2990,5
2991,5
2992,5
2993,3
2995,3
2997,3
2998,3
2999,3
3001,3
3002,3
3003,3
3004,3
3005,8
3007,8
3008,8
3009,3
3014,5
3015,3
3016,3
3017,8
3018,8
3019,3
3020,3
3021,3
3023,3
3024,3
3027,8
3028,5
3030,5
3031,5
3032,5
3034,3
3035,3
3036,3
3038,3
3039,5
3040,2
3042,2
3044,2
3045,9
3047,9
3048,5
3049,2
3050,9
3051,9
3052,9
3053,9
3054,9
3055,9
3056,9
3057,9
3058,9
3060,9
3061,8
3062,8
3063,8
3064,3
3067,2
3069,0
3070,6
3071,6
3072,0
3076,3
3077,0
3078,0
3079,1
3080,0
3081,1
3083,1
3084,6
3085,1
3086,0
3087,7
3091,7
3094,7
3097,7
3098,9
3101,9
3102,9
3103,5
3104,5
3105,7
3106,7
3108,7
3110,2
3114,3
3115,2
3116,8
3117,8
3119,2
3120,2
3123,2
3124,2
3126,2
3127,2
3128,2
3129,5
3133,6
3134,7
3136,1
3137,8
3138,1
3139,5
3140,2
3141,2
3142,2
3144,2
3145,2
3148,7
3149,7
3151,7
3152,2
3153,3
3154,3
3155,3
3156,3
3157,2
3158,2
3159,3
3161,3
3165,3
3170,3
3171,2
3172,2
3173,2
3174,2
3175,5
3176,6
3178,3
3179,3
3183,8
3184,3
3185,8
3186,3
3187,2
3188,2
3189,2
3190,2
3191,2
3192,5
3193,5
3194,2
3200,2
3201,2
3205,2
3213,5
3214,2
3215,2
3218,3
3219,2
3221,2
3222,2
3223,2
3224,2
3225,2
3226,5
3228,5
3234,5
3238,5
3239,8
3242,8
3244,8
3251,3
3252,8
3254,8
3257,3
3258,8
3259,8
3260,8
3261,8
3262,3
3263,8
3264,2
3265,8
3266,8
3267,2
3268,2
3270,2
3272,5
3273,2
3274,5
3275,2
3276,2
3279,3
3280,3
3285,3
3286,3
3288,3
3290,3
3292,3
3293,2
3294,2
3295,2
3296,5
3297,2
3298,7
3299,2
3300,5
3301,2
3302,5
3303,5
3304,3
3305,3
3306,3
3307,2
3308,2
3311,2
3313,3
3314,2
3317,5
3318,5
3319,5
3322,5
3323,5
3325,5
3326,5
3328,7
3330,8
3331,8
3332,3
3335,2
3336,3
3338,8
3339,8
3341,8
3342,3
3343,3
3344,5
3345,2
3346,2
3349,5
3351,2
3352,3
3353,3
3356,8
3357,3
3358,3
3359,8
3360,3
3361,3
3362,8
3363,8
3366,5
3367,3
3368,3
3369,8
3370,3
3371,3
3372,3
3373,8
3374,3
3375,3
3378,8
3380,1
3381,5
3383,5
3384,5
3387,5
3388,9
3389,5
3390,9
3392,8
3394,3
3396,8
3398,3
3400,3
3402,2
3403,2
3404,2
3405,2
3406,2
3408,5
3416,5
3417,0
3418,1
3419,6
3420,0
3421,1
3422,0
3423,2
3424,2
3425,4
3426,0
3427,3
3428,3
3429,5
3433,2
3435,2
3436,2
3437,2
3440,5
3441,8
3448,8
3449,8
3451,8
3452,8
3454,0
3455,0
3458,6
3460,0
3463,0
3465,1
3466,8
3467,8
3473,3
3474,3
3475,6
3476,6
3477,6
3479,6
3480,6
3482,6
3483,6
3484,6
3485,8
3486,5
3487,8
3488,8
3489,8
3490,3
3491,3
3492,5
3493,5
3494,6
3495,2
3496,2
3497,5
3499,3
3500,8
3501,2
3502,2
3503,3
3505,3
3506,1
3507,8
3508,5
3509,5
3510,5
3512,5
3518,5
3519,5
3520,5
3521,5
3527,5
3528,5
3529,7
3530,7
3531,2
3532,5
3533,2
3534,2
3535,9
3537,2
3538,2
3539,8
3540,5
3541,2
3545,2
3546,6
3547,2
3548,4
3549,5
3550,2
3551,5
3552,2
3553,5
3554,8
3555,3
3557,3
3558,8
3562,8
3563,8
3564,3
3565,3
3567,8
3574,8
3576,3
3577,3
3578,8
3580,3
3584,5
3585,3
3586,5
3588,5
3589,7
3591,7
3592,8
3594,7
3595,8
3596,6
3597,8
3603,6
3605,2
3607,8
3608,7
3609,7
3610,8
3611,8
3612,8
3613,8
3616,8
3617,8
3619,2
3620,2
3621,2
3623,2
3624,5
3625,5
3626,5
3627,5
3628,5
3629,5
3630,5
3631,9
3637,9
3638,3
3639,7
3640,3
3642,5
3643,3
3644,3
3645,7
3646,8
3649,5
3650,3
3654,1
3655,0
3656,1
3657,1
3658,0
3659,1
3660,4
3661,4
3667,4
3668,0
3669,3
3671,3
3672,3
3673,0
3675,0
3677,0
3678,1
3681,0
3682,0
3684,0
3686,0
3687,0
3688,0
3689,0
3690,2
3691,2
3693,2
3694,5
3695,2
3696,8
3697,3
3698,8
3725,5
3726,5
3727,5
3729,5
3731,5
3734,2
3735,5
3738,5
3739,2
3741,2
3742,5
3744,5
3745,2
3746,2
3747,5
3748,7
3749,6
3750,6
3751,7
3752,7
3753,5
3754,6
3755,1
3756,7
3761,6
3762,5
3763,7
3764,5
3765,6
3766,7
3767,8
3768,8
3769,8
3770,8
3772,8
3781,8
3782,8
3783,2
3784,2
3785,2
3786,2
3788,2
3789,2
3790,2
3791,2
3793,5
3794,2
3795,8
3796,8
3797,8
3800,3
3801,5
3802,5
3804,5
3805,5
3808,5
3809,2
3810,5
3811,2
3812,5
3814,9
3815,9
3816,9
3817,9
3818,1
3824,5
3825,5
3826,5
3827,5
3828,5
3830,5
3832,5
3834,5
3835,5
3836,9
3838,5
3839,7
3840,5
3841,5
3843,5
3846,5
3847,2
3851,5
3853,5
3854,2
3855,5
3856,8
3857,8
3861,8
3862,8
3863,8
3864,5
3865,5
3866,5
3867,3
3868,7
3870,8
3873,3
3876,7
3877,8
3878,8
3879,8
3883,8
3884,8
3885,8
3887,8
3889,0
3890,6
3891,5
3893,5
3894,5
3895,5
3896,5
3897,5
3898,5
3899,5
3900,5
3901,8
3902,1
3903,1
3904,1
3905,1
3906,1
3907,5
3908,5
3910,5
3913,5
3914,5
3915,5
3916,5
3918,5
3919,5
3921,9
3922,9
3923,9
3927,2
3932,5
3933,5
3934,5
3935,9
3936,5
3938,5
3939,5
3942,8
3943,3
3944,3
3945,3
3946,8
3947,8
3948,8
3949,8
3952,8
3953,3
3954,8
3955,8
3956,8
3957,3
3958,8
3959,8
3962,3
3964,8
3965,8
3966,8
3967,3
3969,3
3970,3
3974,3
3975,2
3976,2
3977,0
3978,0
3979,0
3980,5
3981,5
3983,5
3984,8
3989,3
3990,3
3991,3
3992,8
3993,3
3994,8
3995,8
3996,8
3997,8
3998,2
3999,2
4000,2
4001,2
4004,5
4005,5
4006,2
4007,2
4013,5
4016,2
4026,5
4027,5
4028,2
4029,5
4030,8
4031,8
4033,8
4036,8
4037,5
4038,8
4039,9
4040,9
4042,8
4043,8
4044,8
4045,8
4046,8
4047,8
4048,5
4049,5
4050,3
4051,5
4054,5
4055,3
4060,3
4061,3
4062,3
4063,3
4064,5
4065,5
4066,5
4067,5
4068,1
4070,1
4073,0
4074,0
4075,0
4076,1
4077,6
4078,0
4079,5
4080,2
4082,5
4083,5
4084,5
4085,5
4086,5
4089,5
4092,5
4094,5
4095,5
4096,5
4097,1
4099,1
4100,3
4101,3
4102,2
4103,2
4104,2
4105,2
4106,5
4107,5
4108,5
4110,5
4121,5
4122,5
4123,3
4124,5
4125,5
4126,2
4127,5
4129,2
4130,9
4131,9
4132,5
4133,2
4137,2
4138,2
4139,2
4140,2
4141,2
4142,5
4143,5
4144,5
4145,5
4146,5
4147,5
4148,5
4152,5
4153,5
4156,5
4157,5
4158,5
4159,5
4161,5
4163,5
4165,2
4167,2
4168,2
4170,0
4171,6
4172,6
4173,2
4174,2
4175,2
4176,5
4177,5
4178,5
4179,5
4180,2
4181,2
4182,5
4183,2
4184,5
4189,2
4192,3
4193,8
4195,8
4196,3
4197,8
4198,8
4199,3
4200,3
4201,8
4202,7
4204,7
4209,3
4210,3
4211,2
4212,2
4213,3
4216,2
4220,3
4221,3
4225,3
4226,2
4227,5
4228,2
4231,5
4232,5
4233,5
4238,5
4240,7
4241,2
4242,5
4243,3
4244,6
4245,7
4246,7
4259,7
4260,3
4263,3
4264,2
4267,2
4268,3
4269,3
4270,3
4271,3
4272,3
4273,7
4275,7
4276,7
4277,5
4278,5
4279,5
4280,7
4281,8
4282,2
4283,2
4284,7
4286,2
4287,7
4288,2
4294,2
4295,2
4296,7
4297,9
4298,7
4301,5
4302,5
4303,3
4304,5
4305,5
4306,5
4307,3
4308,5
4309,5
4310,8
4312,8
4313,3
4314,8
4315,8
4316,8
4317,8
4318,6
4319,6
4320,6
4326,6
4327,5
4328,5
4329,5
4330,5
4331,2
4333,5
4334,2
4335,5
4336,5
4337,2
4338,5
4339,2
4343,5
4344,2
4346,5
4347,5
4348,5
4353,2
4357,5
4361,5
4363,5
4365,7
4366,5
4367,5
4382,5
4383,5
4384,3
4385,5
4386,5
4387,5
4388,5
4389,5
4390,2
4391,5
4392,5
4395,3
4398,3
4399,5
4400,0
4401,0
4407,0
4408,0
4410,0
4411,6
4414,0
4415,1
4417,0
4418,1
4419,0
4420,1
4422,2
4423,2
4425,5
4426,2
4427,2
4428,2
4432,2
4433,2
4434,5
4435,2
4436,5
4437,9
4442,3
4444,3
4445,1
4446,3
4447,3
4448,2
4449,2
4450,3
4451,0
4453,1
4456,0
4458,1
4460,3
4466,0
4467,1
4468,1
4470,0
4472,1
4473,1
4474,3
4475,3
4476,3
4477,2
